Month	WeekOfMonth	DayOfWeek	Make	AccidentArea	DayOfWeekClaimed	MonthClaimed	WeekOfMonthClaimed	Sex	MaritalStatus	Age	Fault	PolicyType	VehicleCategory	VehiclePrice	FraudFound	PolicyNumber	RepNumber	Deductible	DriverRating	Days:Policy-Accident	Days:Policy-Claim	PastNumberOfClaims	AgeOfVehicle	AgeOfPolicyHolder	PoliceReportFiled	WitnessPresent	AgentType	NumberOfSuppliments	AddressChange-Claim	NumberOfCars	Year	BasePolicy
Nov	3	Thursday	Mercury	Urban	Friday	Nov	3	Male	Married	52	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12344	9	400	4	more than 30	more than 30	none	7 years	41 to 50	No	No	External	none	no change	1 vehicle	1996	Collision
Nov	2	Sunday	Toyota	Urban	Friday	Nov	3	Male	Married	46	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12345	8	400	2	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	none	no change	1 vehicle	1996	Liability
Nov	2	Monday	Pontiac	Urban	Tuesday	Nov	3	Female	Married	52	Policy Holder	Sedan - Collision	Sedan	"40,000 to 59,000"	No	12346	16	400	3	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	none	no change	1 vehicle	1996	Collision
Nov	2	Monday	Toyota	Urban	Monday	Nov	2	Male	Single	32	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12347	3	400	3	more than 30	more than 30	2 to 4	5 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1996	Liability
Nov	2	Friday	Chevrolet	Urban	Tuesday	Nov	3	Male	Single	31	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12348	4	400	3	more than 30	more than 30	none	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
Nov	2	Friday	Accura	Urban	Friday	Nov	4	Male	Married	44	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12349	16	400	1	more than 30	more than 30	none	7 years	36 to 40	No	No	External	3 to 5	4 to 8 years	2 vehicles	1996	All Perils
Nov	1	Sunday	Toyota	Urban	Tuesday	Nov	2	Male	Married	43	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12350	13	400	3	more than 30	more than 30	none	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	All Perils
Oct	5	Tuesday	Ford	Rural	Thursday	Nov	1	Male	Married	51	Third Party	Sedan - Collision	Sedan	"40,000 to 59,000"	No	12351	3	400	1	more than 30	more than 30	1	more than 7	41 to 50	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Oct	2	Thursday	Toyota	Urban	Monday	Nov	2	Male	Single	29	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12352	10	400	1	more than 30	more than 30	2 to 4	5 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1996	Liability
Oct	2	Monday	Mazda	Urban	Tuesday	Nov	4	Male	Single	30	Policy Holder	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	12353	14	400	2	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	All Perils
Sep	2	Wednesday	Mazda	Urban	Friday	Sep	4	Female	Single	32	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12354	12	400	3	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
Sep	1	Monday	Dodge	Urban	Monday	Sep	1	Male	Single	30	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12355	13	400	2	more than 30	more than 30	1	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Liability
Aug	3	Sunday	Honda	Urban	Monday	Sep	1	Male	Single	21	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12356	2	400	1	more than 30	more than 30	none	4 years	26 to 30	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Jul	5	Friday	Mazda	Urban	Thursday	Aug	5	Male	Single	35	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12357	12	400	3	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1996	Collision
Jul	3	Thursday	Honda	Urban	Thursday	Jul	3	Male	Single	44	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12358	13	400	3	more than 30	more than 30	2 to 4	more than 7	36 to 40	No	No	External	more than 5	no change	1 vehicle	1996	Liability
Jul	3	Monday	Chevrolet	Urban	Tuesday	Jul	3	Male	Single	36	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12359	16	400	1	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Liability
Jul	2	Wednesday	Toyota	Urban	Wednesday	Jul	2	Male	Single	53	Policy Holder	Sport - All Perils	Sport	"less than 20,000"	No	12360	1	400	2	more than 30	more than 30	1	more than 7	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1996	All Perils
Jul	2	Thursday	Pontiac	Urban	Monday	Jul	3	Female	Married	51	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12361	13	400	1	more than 30	more than 30	1	6 years	41 to 50	No	No	External	none	no change	1 vehicle	1996	Collision
Jul	2	Tuesday	Pontiac	Urban	Tuesday	Jul	3	Male	Married	37	Third Party	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12362	9	400	2	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Jul	1	Wednesday	Accura	Urban	Thursday	Jul	3	Male	Single	48	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12363	3	400	4	more than 30	more than 30	more than 4	7 years	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1996	All Perils
Jul	1	Monday	Pontiac	Urban	Monday	Jul	1	Male	Married	35	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12364	1	400	1	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Jun	5	Friday	Pontiac	Urban	Tuesday	Jul	2	Female	Single	35	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12365	4	400	1	more than 30	more than 30	1	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
Jun	4	Monday	Ford	Rural	Wednesday	Jun	5	Male	Married	39	Third Party	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	12366	13	400	4	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	All Perils
May	3	Saturday	Ford	Urban	Thursday	May	4	Male	Married	46	Policy Holder	Sedan - Liability	Sport	"40,000 to 59,000"	Yes	12367	7	400	2	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	more than 5	no change	1 vehicle	1996	Liability
Jun	1	Sunday	Honda	Urban	Monday	Jun	1	Male	Married	42	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12368	16	400	3	more than 30	more than 30	1	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Collision
Jun	1	Friday	Honda	Urban	Friday	Jun	1	Male	Married	31	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12369	5	400	2	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Collision
May	2	Thursday	Toyota	Urban	Wednesday	May	3	Male	Married	32	Third Party	Sedan - Liability	Sport	"20,000 to 29,000"	No	12370	9	400	3	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	4 to 8 years	2 vehicles	1996	Liability
May	1	Friday	Mazda	Urban	Wednesday	May	3	Female	Divorced	50	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12371	14	400	3	more than 30	more than 30	none	7 years	41 to 50	No	No	External	none	no change	1 vehicle	1996	Collision
May	1	Thursday	Pontiac	Urban	Friday	May	1	Female	Married	42	Third Party	Sedan - All Perils	Sedan	"less than 20,000"	No	12372	16	400	1	more than 30	more than 30	none	more than 7	36 to 40	No	No	External	none	no change	1 vehicle	1996	All Perils
Apr	4	Thursday	Mazda	Urban	Friday	Apr	5	Male	Married	34	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12373	2	400	1	more than 30	more than 30	more than 4	6 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1996	Liability
Apr	2	Friday	Pontiac	Urban	Monday	Apr	2	Male	Married	53	Third Party	Sedan - Liability	Sport	"30,000 to 39,000"	No	12374	6	400	2	more than 30	more than 30	none	7 years	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1996	Liability
Apr	2	Saturday	Toyota	Urban	Saturday	Apr	2	Male	Married	30	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12375	4	400	3	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
Apr	1	Saturday	Mazda	Urban	Friday	Apr	2	Male	Married	28	Third Party	Sedan - Liability	Sport	"30,000 to 39,000"	No	12376	6	400	4	more than 30	more than 30	1	7 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1996	Liability
Mar	4	Sunday	Honda	Urban	Monday	Mar	4	Male	Single	32	Third Party	Sedan - Liability	Sport	"more than 69,000"	No	12377	13	400	2	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	1 to 2	1 year	1 vehicle	1996	Liability
Mar	4	Friday	Chevrolet	Rural	Monday	Apr	1	Male	Married	53	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12378	8	400	2	more than 30	more than 30	1	7 years	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1996	All Perils
Mar	4	Saturday	Honda	Urban	Tuesday	Mar	5	Male	Single	32	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12379	4	400	2	more than 30	more than 30	none	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	All Perils
Mar	3	Friday	Chevrolet	Urban	Wednesday	Mar	4	Male	Married	42	Third Party	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12380	5	400	2	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	3 to 5	no change	1 vehicle	1996	Collision
Mar	2	Sunday	VW	Urban	Monday	Mar	2	Male	Single	74	Policy Holder	Sedan - All Perils	Sedan	"more than 69,000"	No	12381	14	400	1	more than 30	more than 30	2 to 4	more than 7	over 65	No	No	External	3 to 5	no change	1 vehicle	1996	All Perils
Mar	2	Saturday	Pontiac	Urban	Wednesday	Jul	2	Male	Married	42	Third Party	Sedan - Liability	Sport	"20,000 to 29,000"	No	12382	16	400	4	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1996	Liability
Mar	2	Monday	Honda	Urban	Monday	Mar	2	Male	Married	51	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12383	1	400	4	more than 30	more than 30	more than 4	more than 7	41 to 50	No	No	External	1 to 2	no change	3 to 4	1996	Liability
Feb	3	Tuesday	Toyota	Urban	Tuesday	Mar	3	Male	Married	32	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	12384	14	400	3	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	All Perils
May	3	Saturday	Chevrolet	Urban	Monday	May	5	Female	Married	52	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12385	7	400	4	more than 30	more than 30	1	6 years	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1996	All Perils
Dec	1	Monday	Honda	Rural	Monday	Dec	1	Female	Single	32	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12386	16	400	4	more than 30	more than 30	2 to 4	2 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
Nov	4	Thursday	Pontiac	Urban	Friday	Nov	4	Male	Married	37	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12387	12	400	2	more than 30	more than 30	2 to 4	more than 7	36 to 40	No	No	External	none	no change	1 vehicle	1996	Liability
May	3	Saturday	Pontiac	Urban	Monday	May	4	Male	Married	48	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	Yes	12388	15	400	1	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1996	Collision
Oct	3	Thursday	Pontiac	Urban	Monday	Oct	4	Male	Married	30	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12389	5	400	1	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	All Perils
May	4	Sunday	Mazda	Urban	Thursday	May	4	Male	Married	51	Third Party	Sedan - All Perils	Sedan	"60,000 to 69,000"	No	12390	15	400	4	more than 30	more than 30	1	6 years	41 to 50	No	No	External	none	no change	1 vehicle	1996	All Perils
Oct	3	Monday	Honda	Urban	Wednesday	Oct	3	Male	Single	27	Third Party	Sedan - Liability	Sport	"20,000 to 29,000"	No	12391	13	400	2	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	more than 5	4 to 8 years	2 vehicles	1996	Liability
May	4	Sunday	Chevrolet	Urban	Tuesday	Jun	3	Male	Married	38	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	Yes	12392	14	400	2	more than 30	more than 30	2 to 4	6 years	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1996	Collision
Oct	1	Monday	Chevrolet	Urban	Wednesday	Oct	1	Male	Single	23	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12393	1	400	3	more than 30	more than 30	none	5 years	26 to 30	No	No	External	3 to 5	no change	1 vehicle	1996	All Perils
May	4	Sunday	Mazda	Urban	Tuesday	May	5	Male	Married	68	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12394	3	500	2	more than 30	more than 30	2 to 4	more than 7	over 65	No	No	External	more than 5	2 to 3 years	1 vehicle	1996	Collision
Sep	4	Wednesday	Chevrolet	Urban	Friday	Sep	5	Male	Single	32	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12395	14	400	4	more than 30	more than 30	more than 4	6 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1996	Liability
Sep	2	Tuesday	Mazda	Urban	Wednesday	Sep	3	Male	Married	31	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12396	1	400	2	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1996	Liability
Sep	3	Wednesday	Chevrolet	Rural	Tuesday	Sep	3	Male	Married	58	Third Party	Sedan - Collision	Sedan	"more than 69,000"	No	12397	12	400	4	more than 30	more than 30	1	more than 7	51 to 65	No	No	External	none	no change	1 vehicle	1996	Collision
Jul	5	Saturday	Pontiac	Urban	Monday	Aug	1	Male	Married	49	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12398	5	400	2	more than 30	more than 30	none	more than 7	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1996	All Perils
Jul	2	Tuesday	Pontiac	Urban	Friday	Jul	3	Male	Married	53	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12399	12	400	1	more than 30	more than 30	more than 4	more than 7	41 to 50	No	No	External	more than 5	no change	1 vehicle	1996	Liability
Jul	2	Friday	Honda	Urban	Friday	Jul	2	Male	Married	32	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	12400	11	400	1	more than 30	more than 30	none	5 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	All Perils
Jun	4	Tuesday	Pontiac	Urban	Wednesday	Jun	4	Male	Single	45	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12401	3	700	3	more than 30	more than 30	none	more than 7	36 to 40	No	No	External	none	no change	1 vehicle	1996	Collision
Jun	4	Wednesday	Mazda	Urban	Wednesday	Jun	5	Male	Married	60	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12402	14	400	1	more than 30	more than 30	more than 4	more than 7	51 to 65	No	No	External	3 to 5	no change	1 vehicle	1996	Liability
Jun	2	Wednesday	Toyota	Urban	Thursday	Jun	2	Male	Married	42	Policy Holder	Sedan - Collision	Sedan	"less than 20,000"	No	12403	9	400	2	more than 30	more than 30	1	7 years	36 to 40	No	No	External	3 to 5	no change	1 vehicle	1996	Collision
Jun	2	Thursday	Mazda	Urban	Thursday	Jun	3	Male	Single	35	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12404	7	400	3	more than 30	more than 30	none	6 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1996	All Perils
May	5	Monday	Mazda	Urban	Tuesday	May	5	Male	Single	26	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12405	10	400	2	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Liability
May	3	Wednesday	Pontiac	Urban	Tuesday	May	4	Male	Married	58	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12406	11	400	3	more than 30	more than 30	none	more than 7	51 to 65	No	No	External	none	no change	1 vehicle	1996	Collision
May	3	Monday	Pontiac	Urban	Tuesday	May	3	Male	Married	27	Third Party	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12407	14	400	3	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1996	Collision
May	3	Sunday	Accura	Urban	Monday	May	3	Male	Married	36	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12408	1	400	4	more than 30	more than 30	none	7 years	36 to 40	No	No	External	3 to 5	no change	1 vehicle	1996	Liability
May	1	Sunday	Accura	Urban	Tuesday	May	2	Male	Single	53	Policy Holder	Sedan - All Perils	Sedan	"more than 69,000"	No	12409	16	400	2	more than 30	more than 30	2 to 4	7 years	41 to 50	No	No	External	none	no change	1 vehicle	1996	All Perils
May	1	Tuesday	Honda	Urban	Wednesday	May	1	Male	Married	62	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12410	3	400	1	more than 30	more than 30	2 to 4	more than 7	51 to 65	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Apr	5	Saturday	Toyota	Urban	Monday	May	1	Male	Married	34	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12411	10	400	2	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	All Perils
Apr	4	Sunday	Honda	Urban	Monday	Apr	4	Male	Married	27	Third Party	Sedan - Liability	Sport	"20,000 to 29,000"	No	12412	1	400	1	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	4 to 8 years	2 vehicles	1996	Liability
Apr	4	Sunday	Honda	Urban	Tuesday	Apr	4	Male	Single	33	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	12413	16	400	1	more than 30	more than 30	more than 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Liability
Apr	3	Friday	Ford	Urban	Thursday	Apr	4	Female	Married	44	Policy Holder	Sedan - Liability	Sport	"40,000 to 59,000"	No	12414	7	400	2	more than 30	more than 30	2 to 4	more than 7	36 to 40	No	No	Internal	more than 5	no change	1 vehicle	1996	Liability
Apr	3	Thursday	Toyota	Urban	Wednesday	Apr	3	Male	Married	27	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12415	11	400	1	more than 30	more than 30	more than 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Liability
May	4	Monday	Toyota	Urban	Friday	May	4	Male	Married	37	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	Yes	12416	8	400	3	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1996	Liability
Apr	2	Monday	Chevrolet	Rural	Monday	Apr	2	Male	Single	33	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12417	5	400	4	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Liability
Apr	2	Thursday	Accura	Urban	Thursday	Apr	3	Male	Married	33	Third Party	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12418	12	400	4	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1996	Collision
May	4	Monday	Chevrolet	Urban	Wednesday	May	4	Male	Married	43	Third Party	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	12419	8	400	2	more than 30	more than 30	1	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	All Perils
Apr	1	Wednesday	Toyota	Urban	Thursday	Apr	2	Male	Married	38	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12420	1	400	3	more than 30	more than 30	none	7 years	36 to 40	No	No	External	3 to 5	no change	1 vehicle	1996	All Perils
Apr	1	Sunday	Accura	Urban	Tuesday	Apr	1	Male	Married	37	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12421	4	400	2	more than 30	more than 30	none	more than 7	36 to 40	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Mar	5	Thursday	Mazda	Urban	Wednesday	Apr	1	Male	Single	56	Policy Holder	Utility - All Perils	Utility	"more than 69,000"	No	12422	7	400	4	more than 30	more than 30	more than 4	more than 7	51 to 65	No	No	External	more than 5	no change	1 vehicle	1996	All Perils
Mar	5	Thursday	Toyota	Rural	Wednesday	Apr	2	Male	Married	42	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12423	10	400	1	more than 30	more than 30	none	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1996	Collision
Mar	5	Monday	Pontiac	Rural	Wednesday	Apr	1	Male	Married	71	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12424	12	400	1	more than 30	more than 30	none	more than 7	over 65	No	No	External	none	no change	3 to 4	1996	Liability
Mar	4	Thursday	Toyota	Urban	Thursday	Apr	5	Male	Married	33	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12425	16	400	1	more than 30	more than 30	1	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	All Perils
Mar	3	Thursday	Mazda	Urban	Thursday	Mar	3	Male	Married	26	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12426	16	400	2	more than 30	more than 30	none	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
May	4	Tuesday	Chevrolet	Urban	Friday	May	4	Male	Married	77	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	Yes	12427	13	400	4	more than 30	more than 30	2 to 4	more than 7	over 65	No	No	External	3 to 5	no change	1 vehicle	1996	Collision
Feb	4	Friday	Accura	Rural	Friday	Jun	3	Male	Married	59	Third Party	Utility - All Perils	Utility	"more than 69,000"	No	12428	8	400	4	more than 30	more than 30	1	5 years	51 to 65	No	No	External	1 to 2	no change	1 vehicle	1996	All Perils
Feb	4	Friday	Toyota	Urban	Monday	Feb	5	Female	Single	29	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	12429	4	400	1	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	All Perils
Feb	4	Friday	Pontiac	Urban	Friday	Feb	4	Male	Married	50	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12430	13	400	3	more than 30	more than 30	more than 4	more than 7	41 to 50	No	No	External	1 to 2	no change	1 vehicle	1996	Liability
Feb	2	Saturday	Toyota	Urban	Tuesday	Feb	3	Male	Married	43	Third Party	Sedan - Liability	Sport	"20,000 to 29,000"	No	12431	7	400	2	more than 30	more than 30	1	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1996	Liability
Feb	2	Friday	Honda	Urban	Monday	Feb	3	Male	Married	31	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12432	11	400	3	more than 30	more than 30	more than 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1996	Collision
May	4	Wednesday	Chevrolet	Urban	Wednesday	Jul	2	Male	Married	39	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	Yes	12433	13	400	1	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	more than 5	4 to 8 years	2 vehicles	1996	Collision
Feb	2	Tuesday	Toyota	Urban	Thursday	Feb	2	Female	Single	25	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12434	14	400	4	more than 30	more than 30	2 to 4	5 years	26 to 30	No	No	External	more than 5	no change	1 vehicle	1996	Liability
Feb	2	Thursday	Chevrolet	Urban	Friday	Feb	2	Male	Married	31	Third Party	Sedan - All Perils	Sedan	"more than 69,000"	No	12435	13	400	4	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1996	All Perils
Feb	1	Tuesday	Pontiac	Urban	Tuesday	Feb	1	Male	Single	46	Policy Holder	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	12436	2	400	2	more than 30	more than 30	none	more than 7	41 to 50	Yes	Yes	External	none	no change	1 vehicle	1996	All Perils
Jan	4	Monday	Honda	Urban	Wednesday	Jan	4	Male	Married	62	Third Party	Sedan - All Perils	Sedan	"more than 69,000"	No	12437	2	400	4	more than 30	more than 30	none	new	51 to 65	No	No	External	none	no change	1 vehicle	1996	All Perils
Jan	4	Sunday	Honda	Urban	Thursday	Apr	4	Male	Single	0	Policy Holder	Sedan - Collision	Sedan	"more than 69,000"	No	12438	2	400	2	more than 30	more than 30	none	new	16 to 17	No	No	External	none	no change	1 vehicle	1996	Collision
Jan	2	Friday	Honda	Urban	Wednesday	Jan	4	Male	Single	0	Policy Holder	Sedan - All Perils	Sedan	"more than 69,000"	No	12439	12	400	4	more than 30	more than 30	1	new	16 to 17	Yes	No	External	none	no change	1 vehicle	1996	All Perils
Nov	2	Monday	Ford	Urban	Thursday	Jan	3	Male	Married	30	Third Party	Sedan - Collision	Sedan	"30,000 to 39,000"	No	12440	12	400	1	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1996	Collision
Mar	4	Sunday	Honda	Urban	Tuesday	Jul	2	Male	Single	0	Policy Holder	Sport - Collision	Sport	"more than 69,000"	No	12441	10	400	2	more than 30	more than 30	2 to 4	new	16 to 17	No	No	External	none	no change	1 vehicle	1996	Collision
Apr	4	Friday	Ford	Urban	Monday	Apr	4	Male	Single	29	Third Party	Sedan - Collision	Sedan	"less than 20,000"	No	12442	7	400	2	more than 30	more than 30	1	7 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1996	Collision
Jun	1	Saturday	Toyota	Rural	Monday	Jun	1	Male	Married	41	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12443	1	400	2	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1996	Collision
Jun	5	Thursday	Toyota	Urban	Thursday	Jun	5	Male	Married	27	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	12444	14	400	1	more than 30	more than 30	1	7 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1996	Collision
Jun	5	Tuesday	Honda	Rural	Tuesday	Jul	1	Male	Married	51	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	12445	8	500	1	more than 30	more than 30	2 to 4	7 years	41 to 50	No	No	External	more than 5	2 to 3 years	1 vehicle	1996	Liability
Jun	4	Monday	Toyota	Urban	Tuesday	Jun	5	Male	Married	76	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	12446	9	400	2	more than 30	more than 30	none	7 years	over 65	No	No	External	1 to 2	no change	1 vehicle	1996	All Perils
